day_number;evaporation
323;17.8728833791995
324;17.7339458567573
325;17.8702707403851
326;17.543558350696
327;17.4468092867148
328;17.2761218677725
329;16.9757116142694
330;16.5959647256557
331;16.6352649141566
332;17.196284431613
333;17.364588347514
334;17.567898363819
335;17.1707353194666
336;17.17506092238
337;16.7764945462041
338;16.9336422492936
339;16.8184235583923
340;17.0817257064296
341;16.7689880343642
342;16.6240066887995
343;16.4354470721449
344;16.3998565939791
345;16.0672933937358
346;16.0469997665118
347;16.1782137887804
348;16.3034697766251
349;16.3466190618693
350;16.2039795531683
351;16.1537878767252
352;15.9375904175473
353;15.8782059561425
354;16.0358693868601
355;16.0244057763971
356;16.0432503906729
357;15.9297821540828
358;16.0992936433939
359;15.9605602795508
360;16.0605871078659
361;16.3067474900449
362;16.3910254276289
363;16.5115791567848
364;16.713055558681
365;17.0471501564069
